Set ID,target
OP753345013080000382,Normal
OP753345013080000383,AbNormal
OP753345013080000544,Normal
OP753345013080000548,AbNormal
OP753345013080000549,AbNormal
OP753345013080000551,AbNormal
OP753345013080000553,AbNormal
OP753345013080000555,AbNormal
OP753345013080000556,Normal
OP753345013080000557,Normal
OP753345013080000561,Normal
OP753345013080000562,Normal
OP753345013080000563,Normal
OP753345013080000565,Normal
OP753345013080000567,Normal
OP753345013080000569,Normal
OP753345013080000571,Normal
OP753345013080000572,Normal
OP753345013080000573,Normal
OP753345013080000576,Normal
OP753345013080000574,AbNormal
OP753345013080000577,Normal
OP753345013080000578,Normal
OP753345013080000579,Normal
OP753345013080000581,Normal
OP753345013080000582,Normal
OP753345013080000586,AbNormal
OP753345013080000518,Normal
OP753345013080000517,Normal
OP753345013080000519,Normal
OP753345013080000521,Normal
OP753345013080000522,Normal
OP753345013080000524,Normal
OP753345013080000523,Normal
OP753345013080000526,Normal
OP753345013080000528,Normal
OP753345013080000529,AbNormal
OP753345013080000530,Normal
OP753345013080000533,Normal
OP753345013080000534,Normal
OP753345013080000535,Normal
OP753345013080000536,Normal
OP753345013080000537,Normal
OP753345013080000538,Normal
OP753345013080000539,Normal
OP753345013080000540,Normal
OP753345013080000541,Normal
OP753345013080000542,Normal
OP753345013080000543,Normal
OP753345013070004162,Normal
OP753345013070004163,Normal
OP753345013070004168,Normal
OP753345013070004171,Normal
OP753345013070004175,Normal
OP753345013070004174,AbNormal
OP753345013070004176,Normal
OP753345013070004177,Normal
OP753345013070004179,Normal
OP753345013070004181,AbNormal
OP753345013070004183,AbNormal
OP753345013070004184,Normal
OP753345013070004186,AbNormal
OP753345013070004187,Normal
OP753345013070004188,Normal
OP753345013070004189,Normal
OP753345013070004191,Normal
OP753345013070004193,AbNormal
OP753345013070004194,Normal
OP753345013070004198,Normal
OP753345013070004197,Normal
OP753345013070004199,AbNormal
OP753345013070004201,Normal
OP753345013070004204,Normal
OP753345013070004205,Normal
OP753345013070004207,Normal
OP753345013070004208,AbNormal
OP753345013070004210,Normal
OP753345013070004212,Normal
OP753345013070004213,AbNormal
OP753345013070004217,Normal
OP753345013070004216,Normal
OP753345013070004219,Normal
OP753345013070004220,Normal
OP753345013070004221,Normal
OP753345013070004224,Normal
OP753345013070004225,Normal
OP753345013070004226,Normal
OP753345013070004227,Normal
OP753345013070004229,Normal
OP753345013070004230,Normal
OP753345013070004231,Normal
OP753345013070004232,Normal
OP753345013070004233,Normal
OP753345013070004234,Normal
OP753345013070004236,Normal
OP753345013070004238,Normal
OP753345013070004239,Normal
OP753345013070004240,Normal
OP753345013070004241,Normal
OP753345013070004244,Normal
OP753345013070004245,Normal
OP753345013070004246,Normal
OP753345013070004248,Normal
OP753345013070004251,AbNormal
OP753345013070004252,Normal
OP753345013070004253,AbNormal
OP753345013070004255,Normal
OP753345013070004256,Normal
OP753345013070004257,Normal
OP753345013070004258,Normal
OP753345013070004261,AbNormal
OP753345013070004262,Normal
OP753345013070004265,Normal
OP753345013070004268,Normal
OP753345013070004269,Normal
OP753345013070004271,AbNormal
OP753345013070004272,Normal
OP753345013070004273,Normal
OP753345013070004275,Normal
OP753345013070004277,AbNormal
OP753345013080000637,Normal
OP753345013080000638,Normal
OP753345013080000639,Normal
OP753345013080000641,Normal
OP753345013080000643,Normal
OP753345013080000644,Normal
OP753345013080000649,Normal
OP753345013080000651,Normal
OP753345013080000648,Normal
OP753345013080000647,AbNormal
OP753345013080000646,Normal
OP753345013080000645,AbNormal
OP753345013080000652,AbNormal
OP753345013080000653,Normal
OP753345013080000655,Normal
OP753345013080000656,Normal
OP753345013080000658,AbNormal
OP753345013080000657,Normal
OP753345013080000659,Normal
OP753345013080000661,Normal
OP753345013080000662,Normal
OP753345013080000665,Normal
OP753345013080000666,Normal
OP753345013080000667,Normal
OP753345013080000668,Normal
OP753345013080000671,Normal
OP753345013080000672,Normal
OP753345013080000673,Normal
OP753345013080000675,Normal
OP753345013080000677,Normal
OP753345013080000678,Normal
OP753345013080000680,Normal
OP753345013080000683,Normal
OP753345013080000588,Normal
OP753345013080000593,AbNormal
OP753345013080000596,Normal
OP753345013080000599,Normal
OP753345013080000600,Normal
OP753345013080000602,Normal
OP753345013080000603,Normal
OP753345013080000605,Normal
OP753345013080000606,Normal
OP753345013080000608,AbNormal
OP753345013080000609,Normal
OP753345013080000610,Normal
OP753345013080000612,Normal
OP753345013080000615,Normal
OP753345013080000616,Normal
OP753345013080000617,Normal
OP753345013080000618,Normal
OP753345013080000620,Normal
OP753345013080000621,Normal
OP753345013080000625,Normal
OP753345013080000626,Normal
OP753345013080000628,Normal
OP753345013080000629,Normal
OP753345013080000630,AbNormal
OP753345013080000633,Normal
OP753345013080000632,Normal
OP753345013080000634,Normal
OP753345013080000636,Normal
OP753345013080000688,Normal
OP753345013080000689,Normal
OP753345013080000690,Normal
OP753345013080000691,Normal
OP753345013080000692,Normal
OP753345013080000693,Normal
OP753345013080000694,Normal
OP753345013080000695,Normal
OP753345013080000696,Normal
OP753345013080000698,Normal
OP753345013080000700,Normal
OP753345013080000702,Normal
OP753345013080000703,Normal
OP753345013080000704,Normal
OP753345013080000705,Normal
OP753345013080000706,Normal
OP753345013080000707,Normal
OP753345013080000709,Normal
OP753345013080000710,Normal
OP753345013080000711,AbNormal
OP753345013080000713,Normal
OP753345013080000714,Normal
OP753345023080000068,Normal
OP753345023080000069,Normal
OP753345023080000070,Normal
OP753345023080000073,Normal
OP753345023080000076,Normal
OP753345023080000077,Normal
OP753345023080000079,Normal
OP753345023080000080,Normal
OP753345023080000081,Normal
OP753345023080000082,Normal
OP753345023080000084,Normal
OP753345023080000085,Normal
OP753345023080000086,Normal
OP753345023080000087,Normal
OP753345023080000088,Normal
OP753345023080000090,Normal
OP753345023080000092,Normal
OP753345023080000094,Normal
OP753345023080000095,Normal
OP753345023080000096,Normal
OP753345023080000097,Normal
OP753345023080000099,Normal
OP753345023080000100,Normal
OP753345023080000101,Normal
OP753345023080000102,Normal
OP753345023080000104,Normal
OP753345023080000108,Normal
OP753345023080000110,Normal
OP753345023080000112,Normal
OP753345023080000113,Normal
OP753345023080000114,Normal
OP753345023080000116,Normal
OP753345023080000117,Normal
OP753345023080000118,Normal
OP753345023080000119,Normal
OP753345023080000121,Normal
OP753345023080000122,Normal
OP753345023080000123,Normal
OP753345023080000124,Normal
OP753345023080000126,Normal
OP753345023080000129,Normal
OP753345023080000130,AbNormal
OP753345023080000131,Normal
OP753345023080000132,Normal
OP753345023080000133,Normal
OP753345023080000134,Normal
OP753345023080000135,Normal
OP753345023080000138,Normal
OP753345023080000137,Normal
OP753345023080000139,Normal
OP753345023080000141,Normal
OP753345023080000142,Normal
OP753345023080000145,Normal
OP753345023080000147,Normal
OP753345023080000148,Normal
OP753345023080000151,Normal
OP753345023080000152,Normal
OP753345023080000154,Normal
OP753345023080000156,Normal
OP753345023080000158,Normal
OP753345023080000159,Normal
OP753345023080000161,Normal
OP753345023080000162,Normal
OP753345023080000163,Normal
OP753345023080000164,Normal
OP753345023080000165,Normal
OP753345023080000169,Normal
OP753345023080000170,Normal
OP753345023080000171,Normal
OP753345023080000173,Normal
OP753345023080000174,Normal
OP753345013080000717,Normal
OP753345013080000720,Normal
OP753345013080000721,Normal
OP753345013080000722,Normal
OP753345013080000724,Normal
OP753345013080000726,Normal
OP753345013080000727,Normal
OP753345013080000728,Normal
OP753345013080000730,Normal
OP753345013080000732,Normal
OP753345013080000733,Normal
OP753345013080000735,Normal
OP753345013080000736,Normal
OP753345013080000737,Normal
OP753345013080000740,Normal
OP753345013080000743,Normal
OP753345013080000744,Normal
OP753345013080000745,Normal
OP753345013080000746,Normal
OP753345013080000747,Normal
OP753345013080000748,Normal
OP753345013080000749,Normal
OP753345013080000750,Normal
OP753345013080000751,Normal
OP753345013080000754,Normal
OP753345013080000755,Normal
OP753345013080000756,Normal
OP753345013080000758,Normal
OP753345013080000760,Normal
OP753345013080000761,Normal
OP753345013080000763,Normal
OP753345013080000765,Normal
OP753345013080000767,Normal
OP753345013080000768,Normal
OP753345013080000771,Normal
OP753345013080000773,Normal
OP753345013080000774,Normal
OP753345013080000775,Normal
OP753345013080000777,AbNormal
OP753345013080000779,Normal
OP753345013080000780,Normal
OP753345013080000781,Normal
OP753345013080000782,Normal
OP753345013080000783,Normal
OP753345013080000785,Normal
OP753345013080000786,Normal
OP753345013080000787,Normal
OP753345013080000789,Normal
OP753345013080000791,Normal
OP753345013080000792,Normal
OP753345013080000795,Normal
OP753345013080000796,Normal
OP753345013080000797,Normal
OP753345013080000798,Normal
OP753345013080000800,Normal
OP753345013080000801,Normal
OP753345013080000802,Normal
OP753345013080000803,Normal
OP753345013080000804,Normal
OP753345013080000805,AbNormal
OP753345013080000807,Normal
OP753345013080000808,Normal
OP753345013080000809,Normal
OP753345013080000810,Normal
OP753345013080000811,Normal
OP753345013080000812,Normal
OP753345013080000814,Normal
OP753345013080000815,Normal
OP753345013080000816,Normal
OP753345013080000817,Normal
OP753345013080000820,Normal
OP753345013080000821,Normal
OP753345013080000822,Normal
OP753345013080000824,Normal
OP753345013080000825,Normal
OP753345013080000826,Normal
OP753345013080000828,Normal
OP753345013080000829,Normal
OP753345013080000830,Normal
OP753345013080000831,Normal
OP753345013080000833,Normal
OP753345013080000834,AbNormal
OP753345013080000835,Normal
OP753345013080000836,Normal
OP753345013080000837,Normal
OP753345013080000839,Normal
OP753345013080000838,Normal
OP753345013080000840,Normal
OP753345013080000841,Normal
OP753345013080000843,Normal
OP753345013080000844,Normal
OP753345013080000847,Normal
OP753345013080000850,Normal
OP753345013080000851,Normal
OP753345013080000852,Normal
OP753345013080000853,Normal
OP753345013080000854,Normal
OP753345013080000855,Normal
OP753345013080000856,Normal
OP753345013080000857,Normal
OP753345013080000858,Normal
OP753345013080000859,Normal
OP753345013080000860,Normal
OP753345013080000861,Normal
OP753345013080000862,Normal
OP753345013080000863,Normal
OP753345013080000864,Normal
OP753345013080000865,Normal
OP753345013080000866,Normal
OP753345013080000867,Normal
OP753345013080000868,Normal
OP753345013080001007,Normal
OP753345013080001008,AbNormal
OP753345013080001009,AbNormal
OP753345013080001010,Normal
OP753345013080001011,Normal
OP753345013080001012,Normal
OP753345013080001015,Normal
OP753345013080001016,Normal
OP753345013080001018,Normal
OP753345013080001019,Normal
OP753345013080001020,Normal
OP753345013080001021,Normal
OP753345013080001022,Normal
OP753345013080001027,Normal
OP753345013080001028,Normal
OP753345013080001029,Normal
OP753345013080001032,AbNormal
OP753345013080001033,Normal
OP753345013080001034,Normal
OP753345013080001035,Normal
OP753345013080001036,Normal
OP753345013080001037,Normal
OP753345013080001038,Normal
OP753345013080001039,Normal
OP753345013080001040,Normal
OP753345013080001041,Normal
OP753345013080001042,Normal
OP753345013080001043,Normal
OP753345013080001045,Normal
OP753345013080001046,Normal
OP753345013080001047,Normal
OP753345013080001051,Normal
OP753345013080001050,Normal
OP753345013080001053,Normal
OP753345013080001052,Normal
OP753345013080001054,Normal
OP753345013080001055,AbNormal
OP753345013080001056,Normal
OP753345013080001057,AbNormal
OP753345013080001058,Normal
OP753345013080001059,Normal
OP753345013080001061,Normal
OP753345013080001063,AbNormal
OP753345013080001065,Normal
OP753345013080001066,Normal
OP753345013080001068,Normal
OP753345013080001069,Normal
OP753345013080000995,Normal
OP753345013080000996,Normal
OP753345013080000997,Normal
OP753345013080000999,Normal
OP753345013080001001,Normal
OP753345013080001002,Normal
OP753345013080001003,Normal
OP753345013080001004,Normal
OP753345013080001005,Normal
OP753345013080001006,Normal
OP753345013080000869,Normal
OP753345013080000870,Normal
OP753345013080000871,Normal
OP753345013080000872,Normal
OP753345013080000873,Normal
OP753345013080000875,Normal
OP753345013080000876,Normal
OP753345013080000880,Normal
OP753345013080000883,Normal
OP753345013080000884,Normal
OP753345013080000885,Normal
OP753345013080000887,Normal
OP753345013080000888,Normal
OP753345013080000890,Normal
OP753345013080000891,Normal
OP753345013080000893,Normal
OP753345013080000894,Normal
OP753345013080000896,Normal
OP753345013080000897,Normal
OP753345013080000898,Normal
OP753345013080000900,Normal
OP753345013080000901,Normal
OP753345013080000902,Normal
OP753345013080000903,Normal
OP753345013080000904,Normal
OP753345013080000908,Normal
OP753345013080000910,Normal
OP753345013080000914,Normal
OP753345013080000915,Normal
OP753345013080000916,Normal
OP753345013080000917,Normal
OP753345013080000918,Normal
OP753345013080000920,Normal
OP753345013080000921,Normal
OP753345013080000922,Normal
OP753345013080000924,Normal
OP753345013080000926,Normal
OP753345013080000928,Normal
OP753345013080000929,Normal
OP753345013080000930,Normal
OP753345013080000931,Normal
OP753345013080000932,Normal
OP753345013080000933,Normal
OP753345013080000934,Normal
OP753345013080000936,Normal
OP753345013080000935,Normal
OP753345013080000937,Normal
OP753345013080000941,Normal
OP753345013080000951,Normal
OP753345013080000940,Normal
OP753345013080000945,Normal
OP753345013080000952,Normal
OP753345013080000953,Normal
OP753345013080000954,Normal
OP753345013080000956,AbNormal
OP753345013080000957,Normal
OP753345013080000959,Normal
OP753345013080000961,Normal
OP753345013080000968,Normal
OP753345013080000962,Normal
OP753345013080000963,Normal
OP753345013080000964,Normal
OP753345013080000965,Normal
OP753345013080000967,Normal
OP753345013080000969,Normal
OP753345013080000970,Normal
OP753345013080000972,Normal
OP753345013080000973,Normal
OP753345013080000974,Normal
OP753345013080000975,Normal
OP753345013080000976,Normal
OP753345013080000979,Normal
OP753345013080000978,Normal
OP753345013080000982,AbNormal
OP753345013080000983,Normal
OP753345013080000984,Normal
OP753345013080000985,Normal
OP753345013080000987,Normal
OP753345013080000988,Normal
OP753345013080000989,Normal
OP753345013080000990,AbNormal
OP753345013080000991,Normal
OP753345013080000993,AbNormal
OP753345013080000994,Normal
OP753345013080001071,Normal
OP753345013080001073,Normal
OP753345013080001074,Normal
OP753345013080001075,Normal
OP753345013080001076,Normal
OP753345013080001077,Normal
OP753345013080001078,Normal
OP753345013080001079,Normal
OP753345013080001080,Normal
OP753345013080001081,Normal
OP753345013080001082,Normal
OP753345013080001083,Normal
OP753345013080001084,AbNormal
OP753345013080001086,Normal
OP753345013080001088,Normal
OP753345013080001089,Normal
OP753345013080001090,Normal
OP753345013080001091,Normal
OP753345013080001093,Normal
OP753345013080001096,Normal
OP753345013080001097,Normal
OP753345013080001100,Normal
OP753345013080001101,Normal
OP753345013080001102,Normal
OP753345013080001103,Normal
OP753345013080001104,Normal
OP753345013080001105,Normal
OP753345013080001106,Normal
OP753345013080001107,AbNormal
OP753345013080001109,Normal
OP753345013080001111,Normal
OP753345013080001112,Normal
OP753345013080001113,Normal
OP753345013080001114,Normal
OP753345013080001115,Normal
OP753345013080001116,Normal
OP753345013080001117,Normal
OP753345013080001118,Normal
OP753345013080001119,Normal
OP753345013080001120,Normal
OP753345013080001121,Normal
OP753345013080001122,Normal
OP753345013080001129,Normal
OP753345013080001130,Normal
OP753345013080001131,Normal
OP753345013080001132,Normal
OP753345013080001134,Normal
OP753345013080001135,Normal
OP753345013080001136,Normal
OP753345013080001137,Normal
OP753345013080001138,Normal
OP753345013080001139,AbNormal
OP753345013080001140,Normal
OP753345013080001141,Normal
OP753345013080001142,Normal
OP753345013080001143,Normal
OP753345013080001144,Normal
OP753345013080001145,Normal
OP753345013080001146,Normal
OP753345013080001147,Normal
OP753345013080001150,Normal
OP753345013080001151,Normal
OP753345013080001154,Normal
OP753345013080001155,AbNormal
OP753345013080001157,Normal
OP753345013080001158,Normal
OP753345013080001159,Normal
OP753345013080001160,AbNormal
OP753345013080001161,Normal
OP753345013080001162,Normal
OP753345013080001164,Normal
OP753345013080001166,Normal
OP753345013080001169,AbNormal
OP753345013080001170,AbNormal
OP753345013080001171,Normal
OP753345013080001172,Normal
OP753345013080001173,Normal
OP753345013080001174,Normal
OP753345013080001175,Normal
OP753345013080001176,Normal
OP753345013080001177,Normal
OP753345013080001178,Normal
OP753345013080001179,Normal
OP753345013080001181,Normal
OP753345013080001182,Normal
OP753345013080001184,Normal
OP753345013080001185,Normal
OP753345013080001187,Normal
OP753345013080001192,Normal
OP753345013080001193,Normal
OP753345013080001194,Normal
OP753345013080001195,Normal
OP753345013080001196,Normal
OP753345013080001197,Normal
OP753345013080001198,Normal
OP753345013080001202,Normal
OP753345013080001203,Normal
OP753345013080001204,Normal
OP753345013080001205,Normal
OP753345013080001206,Normal
OP753345013080001207,Normal
OP753345013080001208,Normal
OP753345023080000175,Normal
OP753345023080000176,Normal
OP753345023080000178,Normal
OP753345023080000179,Normal
OP753345023080000180,Normal
OP753345023080000183,Normal
OP753345023080000184,Normal
OP753345023080000185,Normal
OP753345023080000186,Normal
OP753345023080000187,Normal
OP753345023080000188,Normal
OP753345023080000189,Normal
OP753345023080000190,Normal
OP753345023080000191,Normal
OP753345023080000192,Normal
OP753345023080000193,AbNormal
OP753345023080000195,Normal
OP753345023080000196,Normal
OP753345023080000197,AbNormal
OP753345023080000200,Normal
OP753345023080000201,Normal
OP753345023080000202,Normal
OP753345023080000205,Normal
OP753345023080000207,Normal
OP753345023080000208,Normal
OP753345023080000209,Normal
OP753345023080000210,Normal
OP753345023080000211,Normal
OP753345023080000212,AbNormal
OP753345023080000214,Normal
OP753345023080000215,Normal
OP753345023080000218,Normal
OP753345023080000219,Normal
OP753345023080000220,Normal
OP753345023080000221,Normal
OP753345023080000222,Normal
OP753345023080000224,Normal
OP753345023080000225,Normal
OP753345023080000226,Normal
OP753345023080000228,Normal
OP753345023080000229,Normal
OP753345023080000230,Normal
OP753345023080000231,Normal
OP753345023080000232,Normal
OP753345023080000233,Normal
OP753345023080000234,Normal
OP753345013080001260,Normal
OP753345013080001261,Normal
OP753345013080001263,Normal
OP753345013080001265,Normal
OP753345013080001266,Normal
OP753345013080001269,Normal
OP753345013080001270,Normal
OP753345013080001271,Normal
OP753345013080001273,Normal
OP753345013080001274,Normal
OP753345013080001275,Normal
OP753345013080001276,Normal
OP753345013080001277,Normal
OP753345013080001278,AbNormal
OP753345013080001282,Normal
OP753345013080001285,Normal
OP753345013080001288,AbNormal
OP753345013080001290,Normal
OP753345013080001292,Normal
OP753345013080001293,AbNormal
OP753345013080001294,Normal
OP753345013080001295,Normal
OP753345013080001296,Normal
OP753345013080001299,Normal
OP753345013080001300,Normal
OP753345013080001301,Normal
OP753345013080001302,Normal
OP753345013080001303,Normal
OP753345013080001304,Normal
OP753345013080001305,Normal
OP753345013080001306,Normal
OP753345013080001307,AbNormal
OP753345013080001308,Normal
OP753345013080001310,Normal
OP753345013080001312,Normal
OP753345013080001313,Normal
OP753345013080001314,Normal
OP753345013080001315,Normal
OP753345013080001316,Normal
OP753345013080001318,Normal
OP753345013080001319,Normal
OP753345013080001320,Normal
OP753345013080001322,Normal
OP753345013080001321,Normal
OP753345013080001324,Normal
OP753345013080001326,Normal
OP753345013080001327,Normal
OP753345013080001328,Normal
OP753345013080001329,Normal
OP753345013080001330,Normal
OP753345013080001331,Normal
OP753345013080001334,Normal
OP753345013080001335,Normal
OP753345013080001336,Normal
OP753345013080001338,Normal
OP753345013080001340,Normal
OP753345013080001341,Normal
OP753345013080001343,Normal
OP753345013080001344,Normal
OP753345013080001347,Normal
OP753345013080001346,Normal
OP753345013080001349,Normal
OP753345013080001352,Normal
OP753345013080001353,Normal
OP753345013080001354,AbNormal
OP753345013080001355,Normal
OP753345013080001356,Normal
OP753345013080001357,Normal
OP753345013080001359,Normal
OP753345013080001362,Normal
OP753345013080001363,Normal
OP753345013080001364,Normal
OP753345013080001365,Normal
OP753345013080001368,Normal
OP753345013080001371,Normal
OP753345013080001370,Normal
OP753345013080001372,Normal
OP753345013080001374,Normal
OP753345013080001375,Normal
OP753345013080001379,Normal
OP753345013080001382,Normal
OP753345013080001383,Normal
OP753345013080001385,Normal
OP753345013080001386,Normal
OP753345013080001388,Normal
OP753345013080001389,Normal
OP753345013080001390,Normal
OP753345013080001391,Normal
OP753345013080001392,Normal
OP753345013080001393,Normal
OP753345013080001396,Normal
OP753345013080001397,Normal
OP753345013080001399,Normal
OP753345013080001400,AbNormal
OP753345013080001401,AbNormal
OP753345013080001403,Normal
OP753345013080001405,Normal
OP753345013080001406,Normal
OP753345013080001407,Normal
OP753345013080001408,Normal
OP753345013080001409,Normal
OP753345013080001410,Normal
OP753345013080001411,AbNormal
OP753345013080001412,Normal
OP753345013080001414,Normal
OP753345013080001415,Normal
OP753345013080001417,Normal
OP753345013080001418,Normal
OP753345013080001419,Normal
OP753345013080001421,Normal
OP753345013080001422,Normal
OP753345013080001423,Normal
OP753345013080001424,Normal
OP753345013080001425,Normal
OP753345013080001426,Normal
OP753345013080001427,Normal
OP753345013080001428,Normal
OP753345013080001431,Normal
OP753345013080001432,Normal
OP753345013080001434,Normal
OP753345013080001433,Normal
OP753345013080001435,Normal
OP753345013080001437,Normal
OP753345013080001438,Normal
OP753345013080001440,Normal
OP753345013080001441,Normal
OP753345013080001443,Normal
OP753345013080001445,Normal
OP753345013080001447,Normal
OP753345013080001449,Normal
OP753345013080001450,Normal
OP753345013080001453,Normal
OP753345013080001452,Normal
OP753345013080001454,Normal
OP753345013080001455,Normal
OP753345013080001456,Normal
OP753345013080001457,AbNormal
OP753345013080001459,Normal
OP753345013080001462,Normal
OP753345013080001463,Normal
OP753345013080001464,Normal
OP753345013080001465,Normal
OP753345013080001468,Normal
OP753345013080001469,Normal
OP753345013080001472,Normal
OP753345013080001473,Normal
OP753345013080001474,Normal
OP753345013080001476,Normal
OP753345013080001477,Normal
OP753345013080001478,AbNormal
OP753345013080001480,Normal
OP753345013080001481,AbNormal
OP753345013080001482,Normal
OP753345013080001484,Normal
OP753345013080001485,Normal
OP753345013080001487,Normal
OP753345013080001488,Normal
OP753345013080001489,Normal
OP753345013080001490,Normal
OP753345013080001492,AbNormal
OP753345013080001494,AbNormal
OP753345013080001495,AbNormal
OP753345013080001496,Normal
OP753345013080001497,AbNormal
OP753345013080001498,Normal
OP753345013080001249,Normal
OP753345013080001251,Normal
OP753345013080001252,Normal
OP753345013080001253,Normal
OP753345013080001254,Normal
OP753345013080001256,Normal
OP753345013080001258,Normal
OP753345013080001210,Normal
OP753345013080001211,Normal
OP753345013080001213,Normal
OP753345013080001215,AbNormal
OP753345013080001219,Normal
OP753345013080001220,Normal
OP753345013080001222,Normal
OP753345013080001223,Normal
OP753345013080001224,Normal
OP753345013080001225,Normal
OP753345013080001226,Normal
OP753345013080001227,Normal
OP753345013080001228,AbNormal
OP753345013080001230,Normal
OP753345013080001231,Normal
OP753345013080001233,Normal
OP753345013080001234,Normal
OP753345013080001237,Normal
OP753345013080001238,Normal
OP753345013080001239,Normal
OP753345013080001240,Normal
OP753345013080001244,Normal
OP753345013080001245,Normal
OP753345013080001246,Normal
OP753345013080001247,Normal
OP753345013080001511,Normal
OP753345013080001510,Normal
OP753345013080001509,Normal
OP753345013080001508,Normal
OP753345013080001506,Normal
OP753345013080001505,Normal
OP753345013080001507,AbNormal
OP753345013080001503,Normal
OP753345013080001502,Normal
OP753345013080001500,Normal
OP753345013080001512,Normal
OP753345013080001513,Normal
OP753345013080001514,Normal
OP753345013080001515,Normal
OP753345013080001516,Normal
OP753345013080001517,Normal
OP753345013080001520,Normal
OP753345013080001523,Normal
OP753345013080001524,Normal
OP753345013080001525,Normal
OP753345013080001526,Normal
OP753345013080001527,Normal
OP753345013080001528,Normal
OP753345013080001529,Normal
OP753345023080000346,Normal
OP753345023080000347,Normal
OP753345023080000348,Normal
OP753345023080000349,Normal
OP753345023080000351,Normal
OP753345023080000352,Normal
OP753345023080000354,Normal
OP753345023080000353,Normal
OP753345023080000356,Normal
OP753345023080000357,AbNormal
OP753345023080000359,Normal
OP753345023080000361,Normal
OP753345023080000363,Normal
OP753345023080000365,Normal
OP753345023080000366,AbNormal
OP753345023080000364,Normal
OP753345023080000367,Normal
OP753345023080000368,Normal
OP753345023080000369,Normal
OP753345023080000370,Normal
OP753345023080000375,Normal
OP753345023080000377,AbNormal
OP753345023080000380,Normal
OP753345023080000381,Normal
OP753345023080000383,Normal
OP753345023080000384,Normal
OP753345023080000387,Normal
OP753345023080000388,Normal
OP753345023080000390,Normal
OP753345023080000391,Normal
OP753345023080000392,Normal
OP753345023080000393,Normal
OP753345023080000235,Normal
OP753345023080000236,Normal
OP753345023080000237,Normal
OP753345023080000238,Normal
OP753345023080000240,Normal
OP753345023080000243,Normal
OP753345023080000244,Normal
OP753345023080000245,Normal
OP753345023080000247,Normal
OP753345023080000248,Normal
OP753345023080000249,Normal
OP753345023080000251,Normal
OP753345023080000252,Normal
OP753345023080000253,Normal
OP753345023080000254,Normal
OP753345023080000256,Normal
OP753345023080000258,Normal
OP753345023080000260,Normal
OP753345023080000262,Normal
OP753345023080000263,Normal
OP753345023080000264,Normal
OP753345023080000265,Normal
OP753345023080000266,Normal
OP753345023080000268,Normal
OP753345023080000270,Normal
OP753345023080000269,Normal
OP753345023080000273,Normal
OP753345023080000275,Normal
OP753345023080000276,Normal
OP753345023080000277,Normal
OP753345023080000278,Normal
OP753345023080000279,Normal
OP753345023080000280,Normal
OP753345023080000281,Normal
OP753345023080000282,Normal
OP753345023080000283,Normal
OP753345023080000284,Normal
OP753345023080000285,Normal
OP753345023080000287,Normal
OP753345023080000288,Normal
OP753345023080000289,Normal
OP753345023080000290,Normal
OP753345023080000291,Normal
OP753345023080000292,Normal
OP753345023080000294,Normal
OP753345023080000295,Normal
OP753345023080000296,Normal
OP753345023080000297,Normal
OP753345023080000298,Normal
OP753345023080000301,Normal
OP753345023080000302,Normal
OP753345023080000303,Normal
OP753345023080000304,Normal
OP753345023080000306,Normal
OP753345023080000307,Normal
OP753345023080000308,Normal
OP753345023080000309,Normal
OP753345023080000310,Normal
OP753345023080000312,Normal
OP753345023080000315,Normal
OP753345023080000316,Normal
OP753345023080000318,Normal
OP753345023080000319,Normal
OP753345023080000320,Normal
OP753345023080000331,Normal
OP753345023080000332,Normal
OP753345023080000335,Normal
OP753345023080000336,Normal
OP753345013080001668,Normal
OP753345013080001669,Normal
OP753345013080001671,Normal
OP753345013080001672,Normal
OP753345013080001673,Normal
OP753345013080001674,Normal
OP753345013080001675,Normal
OP753345013080001676,Normal
OP753345013080001677,Normal
OP753345013080001679,Normal
OP753345013080001680,Normal
OP753345013080001681,Normal
OP753345013080001682,Normal
OP753345013080001683,Normal
OP753345013080001684,Normal
OP753345013080001685,Normal
OP753345013080001688,Normal
OP753345013080001689,Normal
OP753345013080001690,Normal
OP753345013080001694,Normal
OP753345013080001695,Normal
OP753345013080001696,Normal
OP753345013080001697,Normal
OP753345013080001699,Normal
OP753345013080001700,Normal
OP753345013080001701,Normal
OP753345013080001702,Normal
OP753345013080001704,Normal
OP753345013080001705,Normal
OP753345013080001706,Normal
OP753345013080001708,Normal
OP753345013080001711,Normal
OP753345013080001712,Normal
OP753345013080001714,Normal
OP753345013080001715,Normal
OP753345013080001716,Normal
OP753345013080001717,Normal
OP753345013080001718,Normal
OP753345013080001720,Normal
OP753345013080001722,Normal
OP753345013080001723,Normal
OP753345013080001727,Normal
OP753345013080001728,Normal
OP753345013080001730,Normal
OP753345013080001731,Normal
OP753345013080001732,Normal
OP753345013080001735,Normal
OP753345013080001736,Normal
OP753345013080001737,Normal
OP753345013080001738,Normal
OP753345013080001739,Normal
OP753345013080001740,Normal
OP753345013080001742,Normal
OP753345013080001743,Normal
OP753345013080001744,Normal
OP753345013080001745,Normal
OP753345013080001746,Normal
OP753345013080001747,Normal
OP753345013080001749,Normal
OP753345013080001753,Normal
OP753345013080001756,Normal
OP753345013080001757,Normal
OP753345013080001758,Normal
OP753345013080001760,AbNormal
OP753345013080001761,Normal
OP753345013080001762,Normal
OP753345013080001764,Normal
OP753345013080001765,Normal
OP753345013080001767,Normal
