Set ID,target
4077,normal
4078,normal
4079,normal
4080,normal
4081,normal
4082,normal
4083,normal
4084,normal
4085,normal
4086,normal
4087,normal
4088,normal
4089,normal
4090,normal
4091,normal
4092,normal
4093,normal
4094,normal
4095,normal
4096,normal
4097,normal
4098,normal
4099,normal
4100,normal
4101,normal
4102,normal
4103,normal
4104,normal
4105,normal
4106,normal
4107,normal
4108,normal
4109,normal
4110,normal
4111,normal
4112,normal
4113,normal
4114,normal
4115,normal
4116,normal
4117,normal
4118,normal
4119,normal
4120,normal
4121,normal
4122,normal
4123,normal
4124,normal
4125,normal
4126,normal
4127,normal
4128,normal
4129,normal
4130,normal
4131,normal
4132,normal
4133,normal
4134,normal
4135,normal
4136,normal
4137,normal
4138,normal
4139,normal
4140,normal
4141,normal
4142,normal
4143,normal
4144,normal
4145,normal
4146,normal
4147,normal
4148,normal
4149,normal
4150,normal
4151,normal
4152,normal
4153,normal
4154,normal
4155,normal
4156,normal
4157,normal
4158,normal
4159,normal
4160,normal
4161,normal
4162,normal
4163,abnormal
4164,normal
4165,normal
4166,normal
4167,normal
4168,normal
4169,normal
4170,normal
4171,normal
4172,normal
4173,normal
4174,normal
4175,normal
4176,normal
4177,normal
4178,normal
4179,normal
4180,normal
4181,normal
4182,normal
4183,normal
4184,normal
4185,normal
4186,normal
4187,normal
4188,normal
4189,normal
4190,normal
4191,normal
4192,normal
4193,normal
4194,normal
4195,normal
4196,normal
4197,normal
4198,normal
4199,normal
4200,normal
4201,normal
4202,normal
4203,normal
4204,normal
4205,normal
4206,normal
4207,normal
4208,normal
4209,normal
4210,normal
4211,normal
4212,normal
4213,normal
4214,normal
4215,normal
4216,normal
4217,normal
4218,normal
4219,normal
4220,normal
4221,normal
4222,normal
4223,normal
4224,normal
4225,normal
4226,normal
4227,normal
4228,normal
4229,normal
4230,normal
4231,normal
4232,normal
4233,normal
4234,normal
4235,normal
4236,normal
4237,normal
4238,normal
4239,normal
4240,normal
4241,normal
4242,normal
4243,normal
4244,normal
4245,normal
4246,normal
4247,normal
4248,normal
4249,normal
4250,normal
4251,normal
4252,normal
4253,normal
4254,normal
4255,normal
4256,normal
4257,normal
4258,normal
4259,normal
4260,normal
4261,normal
4262,normal
4263,normal
4264,normal
4265,normal
4266,normal
4267,normal
4268,normal
4269,normal
4270,normal
4271,normal
4272,normal
4273,normal
4274,normal
4275,normal
4276,normal
4277,normal
4278,normal
4279,normal
4280,normal
4281,normal
4282,normal
4283,normal
4284,normal
4285,normal
4286,normal
4287,normal
4288,normal
4289,normal
4290,normal
4291,normal
4292,normal
4293,normal
4294,normal
4295,normal
4296,normal
4297,normal
4298,normal
4299,normal
4300,normal
4301,normal
4302,normal
4303,normal
4304,normal
4305,normal
4306,normal
4307,normal
4308,normal
4309,normal
4310,normal
4311,normal
4312,normal
4313,normal
4314,normal
4315,normal
4316,normal
4317,normal
4318,normal
4319,normal
4320,normal
4321,normal
4322,normal
4323,normal
4324,normal
4325,normal
4326,normal
4327,normal
4328,normal
4329,normal
4330,normal
4331,normal
4332,normal
4333,normal
4334,normal
4335,normal
4336,normal
4337,normal
4338,normal
4339,normal
4340,normal
4341,normal
4342,normal
4343,normal
4344,normal
4345,normal
4346,normal
4347,normal
4348,normal
4349,normal
4350,normal
4351,normal
4352,normal
4353,normal
4354,normal
4355,normal
4356,normal
4357,normal
4358,normal
4359,normal
4360,normal
4361,normal
4362,normal
4363,normal
4364,normal
4365,normal
4366,normal
4367,normal
4368,normal
4369,normal
4370,normal
4371,normal
4372,normal
4373,normal
4374,normal
4375,normal
4376,normal
4377,normal
4378,normal
4379,normal
4380,normal
4381,normal
4382,normal
4383,normal
4384,normal
4385,normal
4386,normal
4387,normal
4388,normal
4389,normal
4390,normal
4391,normal
4392,normal
4393,normal
4394,normal
4395,normal
4396,normal
4397,normal
4398,normal
4399,normal
4400,normal
4401,normal
4402,normal
4403,normal
4404,normal
4405,normal
4406,normal
4407,normal
4408,normal
4409,normal
4410,normal
4411,normal
4412,normal
4413,normal
4414,normal
4415,normal
4416,normal
4417,normal
4418,normal
4419,normal
4420,normal
4421,normal
4422,normal
4423,normal
4424,normal
4425,normal
4426,normal
4427,normal
4428,normal
4429,normal
4430,normal
4431,normal
4432,normal
4433,normal
4434,normal
4435,normal
4436,normal
4437,normal
4438,normal
4439,normal
4440,normal
4441,normal
4442,normal
4443,normal
4444,normal
4445,normal
4446,normal
4447,normal
4448,normal
4449,normal
4450,normal
4451,normal
4452,normal
4453,normal
4454,normal
4455,normal
4456,normal
4457,normal
4458,normal
4459,normal
4460,normal
4461,normal
4462,normal
4463,normal
4464,normal
4465,normal
4466,normal
4467,normal
4468,normal
4469,normal
4470,normal
4471,normal
4472,normal
4473,normal
4474,normal
4475,normal
4476,normal
4477,normal
4478,normal
4479,normal
4480,normal
4481,normal
4482,normal
4483,normal
4484,normal
4485,normal
4486,normal
4487,normal
4488,normal
4489,normal
4490,normal
4491,normal
4492,normal
4493,normal
4494,normal
4495,normal
4496,normal
4497,normal
4498,normal
4499,normal
4500,normal
4501,normal
4502,normal
4503,normal
4504,normal
4505,normal
4506,normal
4507,normal
4508,normal
4509,normal
4510,normal
4511,normal
4512,normal
4513,normal
4514,normal
4515,normal
4516,normal
4517,normal
4518,normal
4519,normal
4520,normal
4521,normal
4522,normal
4523,normal
4524,normal
4525,normal
4526,normal
4527,normal
4528,normal
4529,normal
4530,normal
4531,normal
4532,normal
4533,normal
4534,normal
4535,normal
4536,normal
4537,normal
4538,normal
4539,normal
4540,normal
4541,normal
4542,normal
4543,normal
4544,normal
4545,normal
4546,normal
4547,normal
4548,normal
4549,normal
4550,normal
4551,normal
4552,normal
4553,normal
4554,normal
4555,normal
4556,normal
4557,normal
4558,normal
4559,normal
4560,normal
4561,normal
4562,normal
4563,normal
4564,normal
4565,normal
4566,normal
4567,normal
4568,normal
4569,normal
4570,normal
4571,normal
4572,normal
4573,normal
4574,normal
4575,normal
4576,normal
4577,normal
4578,normal
4579,normal
4580,normal
4581,normal
4582,normal
4583,normal
4584,normal
4585,normal
4586,normal
4587,normal
4588,normal
4589,normal
4590,normal
4591,normal
4592,normal
4593,normal
4594,normal
4595,normal
4596,normal
4597,normal
4598,normal
4599,normal
4600,normal
4601,normal
4602,normal
4603,normal
4604,normal
4605,normal
4606,normal
4607,normal
4608,normal
4609,normal
4610,normal
4611,normal
4612,normal
4613,normal
4614,normal
4615,normal
4616,normal
4617,normal
4618,abnormal
4619,normal
4620,normal
4621,normal
4622,normal
4623,normal
4624,normal
4625,normal
4626,normal
4627,normal
4628,normal
4629,normal
4630,normal
4631,normal
4632,normal
4633,normal
4634,normal
4635,normal
4636,normal
4637,normal
4638,normal
4639,normal
4640,normal
4641,normal
4642,normal
4643,normal
4644,normal
4645,normal
4646,normal
4647,normal
4648,normal
4649,normal
4650,normal
4651,normal
4652,normal
4653,normal
4654,normal
4655,normal
4656,normal
4657,normal
4658,normal
4659,normal
4660,normal
4661,normal
4662,normal
4663,normal
4664,normal
4665,normal
4666,normal
4667,normal
4668,normal
4669,normal
4670,normal
4671,normal
4672,normal
4673,normal
4674,normal
4675,normal
4676,normal
4677,normal
4678,normal
4679,normal
4680,normal
4681,normal
4682,normal
4683,normal
4684,normal
4685,normal
4686,normal
4687,normal
4688,normal
4689,normal
4690,normal
4691,normal
4692,normal
4693,normal
4694,normal
4695,normal
4696,normal
4697,normal
4698,normal
4699,normal
4700,normal
4701,normal
4702,normal
4703,normal
4704,normal
4705,normal
4706,normal
4707,normal
4708,normal
4709,normal
4710,normal
4711,normal
4712,abnormal
4713,normal
4714,normal
4715,normal
4716,normal
4717,normal
4718,normal
4719,normal
4720,normal
4721,normal
4722,normal
4723,normal
4724,normal
4725,normal
4726,normal
4727,normal
4728,normal
4729,normal
4730,normal
4731,normal
4732,normal
4733,normal
4734,normal
4735,normal
4736,normal
4737,normal
4738,normal
4739,normal
4740,normal
4741,normal
4742,normal
4743,normal
4744,normal
4745,normal
4746,normal
4747,normal
4748,normal
4749,normal
4750,normal
4751,normal
4752,normal
4753,normal
4754,normal
4755,normal
4756,normal
4757,normal
4758,normal
4759,normal
4760,normal
4761,normal
4762,normal
4763,normal
4764,normal
4765,normal
4766,normal
4767,normal
4768,normal
4769,normal
4770,normal
4771,normal
4772,normal
4773,normal
4774,normal
4775,normal
4776,normal
4777,normal
4778,normal
4779,normal
4780,normal
4781,normal
4782,normal
4783,normal
4784,normal
4785,normal
4786,normal
4787,normal
4788,normal
4789,normal
4790,normal
4791,normal
4792,normal
4793,normal
4794,normal
4795,normal
4796,normal
4797,normal
4798,normal
4799,normal
4800,normal
4801,normal
4802,normal
4803,normal
4804,normal
4805,normal
4806,normal
4807,normal
4808,normal
4809,normal
4810,normal
4811,normal
4812,normal
4813,normal
4814,normal
4815,normal
4816,normal
4817,normal
4818,normal
4819,normal
4820,normal
4821,normal
4822,normal
4823,normal
4824,normal
4825,normal
4826,normal
4827,normal
4828,normal
4829,normal
4830,normal
4831,normal
4832,normal
4833,normal
4834,normal
4835,normal
4836,normal
4837,normal
4838,normal
4839,normal
4840,normal
4841,normal
4842,normal
4843,normal
4844,normal
4845,normal
4846,normal
4847,normal
4848,normal
4849,normal
4850,normal
4851,normal
4852,normal
4853,normal
4854,normal
4855,normal
4856,normal
4857,normal
4858,normal
4859,normal
4860,normal
4861,normal
4862,normal
4863,normal
4864,normal
4865,normal
4866,normal
4867,normal
4868,normal
4869,normal
4870,normal
4871,normal
4872,normal
4873,normal
4874,normal
4875,normal
4876,normal
4877,normal
4878,normal
4879,normal
4880,normal
4881,normal
4882,normal
4883,normal
4884,normal
4885,normal
4886,normal
4887,normal
4888,normal
4889,normal
4890,normal
4891,normal
4892,normal
4893,normal
4894,normal
4895,normal
4896,normal
4897,normal
4898,normal
4899,normal
4900,normal
4901,normal
4902,normal
4903,normal
4904,normal
4905,normal
4906,normal
4907,normal
4908,normal
4909,normal
4910,normal
4911,normal
4912,normal
4913,normal
4914,normal
4915,normal
4916,normal
4917,normal
4918,normal
4919,normal
4920,normal
4921,normal
4922,normal
4923,normal
4924,normal
4925,normal
4926,normal
4927,normal
4928,normal
4929,normal
4930,normal
4931,normal
4932,normal
4933,normal
4934,normal
4935,normal
4936,normal
4937,normal
4938,normal
4939,normal
4940,normal
4941,normal
4942,normal
4943,normal
4944,normal
4945,normal
4946,normal
4947,normal
4948,normal
4949,normal
4950,normal
4951,normal
4952,normal
4953,normal
4954,normal
4955,normal
4956,normal
4957,normal
4958,normal
4959,normal
4960,normal
4961,normal
4962,normal
4963,normal
4964,normal
4965,normal
4966,normal
4967,normal
4968,normal
4969,abnormal
4970,normal
4971,normal
4972,normal
4973,normal
4974,normal
4975,normal
4976,normal
4977,normal
4978,normal
4979,normal
4980,normal
4981,normal
4982,normal
4983,normal
4984,normal
4985,normal
4986,normal
4987,normal
4988,normal
4989,normal
4990,normal
4991,normal
4992,normal
4993,normal
4994,normal
4995,normal
4996,normal
4997,normal
4998,normal
4999,normal
5000,normal
5001,normal
5002,normal
5003,abnormal
5004,normal
5005,normal
5006,normal
5007,normal
5008,normal
5009,normal
5010,normal
5011,normal
5012,normal
5013,normal
5014,normal
5015,normal
5016,normal
5017,normal
5018,normal
5019,normal
5020,normal
5021,normal
5022,normal
5023,normal
5024,normal
5025,normal
5026,normal
5027,normal
5028,normal
5029,normal
5030,normal
5031,normal
5032,normal
5033,normal
5034,normal
5035,normal
5036,normal
5037,normal
5038,normal
5039,normal
5040,normal
5041,normal
5042,normal
5043,normal
5044,normal
5045,normal
5046,normal
5047,normal
5048,normal
5049,normal
5050,normal
5051,normal
5052,normal
5053,normal
5054,normal
5055,normal
5056,normal
5057,normal
5058,normal
5059,normal
5060,normal
5061,normal
5062,normal
5063,normal
5064,normal
5065,normal
5066,normal
5067,normal
5068,normal
5069,normal
5070,normal
5071,normal
5072,normal
5073,normal
5074,normal
5075,normal
5076,normal
5077,normal
5078,normal
5079,normal
5080,normal
5081,normal
5082,normal
5083,normal
5084,normal
5085,normal
5086,normal
5087,normal
5088,normal
5089,normal
5090,normal
5091,normal
5092,normal
5093,normal
5094,normal
5095,normal
5096,normal
5097,normal
5098,normal
5099,normal
5100,normal
5101,normal
5102,normal
5103,normal
5104,normal
5105,normal
5106,normal
5107,normal
5108,normal
5109,normal
5110,normal
5111,normal
5112,normal
5113,normal
5114,normal
5115,normal
5116,normal
5117,normal
5118,normal
5119,normal
5120,normal
5121,normal
5122,normal
5123,normal
5124,normal
5125,normal
5126,normal
5127,normal
5128,normal
5129,normal
5130,normal
5131,normal
5132,normal
5133,normal
5134,normal
5135,normal
5136,normal
5137,normal
5138,normal
5139,normal
5140,normal
5141,normal
5142,normal
5143,normal
5144,normal
5145,normal
5146,normal
5147,normal
5148,normal
5149,normal
5150,normal
5151,normal
5152,normal
5153,normal
5154,normal
5155,normal
5156,normal
5157,normal
5158,normal
5159,normal
5160,normal
5161,normal
5162,normal
5163,normal
5164,normal
5165,normal
5166,normal
5167,normal
5168,normal
5169,normal
5170,normal
5171,normal
5172,normal
5173,normal
5174,normal
5175,normal
5176,normal
5177,normal
5178,normal
5179,normal
5180,normal
5181,normal
5182,normal
5183,normal
5184,normal
5185,normal
5186,normal
5187,normal
5188,normal
5189,normal
5190,normal
5191,normal
5192,normal
5193,normal
5194,normal
5195,normal
5196,normal
5197,normal
5198,normal
5199,normal
5200,normal
5201,normal
5202,normal
5203,normal
5204,normal
5205,normal
5206,normal
5207,normal
5208,normal
5209,normal
5210,normal
5211,normal
5212,normal
5213,normal
5214,normal
5215,normal
5216,normal
5217,normal
5218,normal
5219,normal
5220,normal
5221,normal
5222,normal
5223,normal
5224,normal
5225,normal
5226,normal
5227,normal
5228,normal
5229,normal
5230,normal
5231,normal
5232,normal
5233,normal
5234,normal
5235,normal
5236,normal
5237,normal
5238,normal
5239,normal
5240,normal
5241,normal
5242,normal
5243,normal
5244,normal
5245,normal
5246,normal
5247,normal
5248,normal
5249,normal
5250,normal
5251,normal
5252,normal
5253,normal
5254,normal
5255,normal
5256,normal
5257,normal
5258,normal
5259,normal
5260,normal
5261,normal
5262,normal
5263,normal
5264,normal
5265,normal
5266,normal
5267,normal
5268,normal
5269,normal
5270,normal
5271,normal
5272,normal
5273,normal
5274,normal
5275,normal
5276,normal
5277,normal
5278,normal
5279,normal
5280,normal
5281,normal
5282,normal
5283,normal
5284,normal
5285,normal
5286,normal
5287,normal
5288,normal
5289,normal
5290,normal
5291,normal
5292,normal
5293,normal
5294,normal
5295,normal
5296,normal
5297,normal
5298,normal
5299,normal
5300,normal
5301,normal
5302,normal
5303,normal
5304,normal
5305,normal
5306,normal
5307,normal
5308,normal
5309,normal
5310,normal
5311,normal
5312,normal
5313,normal
5314,normal
5315,normal
5316,normal
5317,normal
5318,normal
5319,normal
5320,normal
5321,normal
5322,normal
5323,normal
5324,normal
5325,normal
5326,normal
5327,normal
5328,normal
5329,normal
5330,normal
5331,normal
5332,normal
5333,normal
5334,normal
5335,normal
5336,normal
5337,normal
5338,normal
5339,normal
5340,normal
5341,normal
5342,normal
5343,normal
5344,normal
5345,normal
5346,normal
5347,normal
5348,normal
5349,normal
5350,normal
5351,normal
5352,normal
5353,normal
5354,normal
5355,normal
5356,normal
5357,normal
5358,normal
5359,normal
5360,normal
5361,normal
5362,normal
5363,normal
5364,normal
5365,normal
5366,normal
5367,normal
5368,normal
5369,normal
5370,normal
5371,normal
5372,normal
5373,normal
5374,normal
5375,normal
5376,normal
5377,normal
5378,normal
5379,normal
5380,normal
5381,normal
5382,normal
5383,normal
5384,normal
5385,normal
5386,normal
5387,normal
5388,normal
5389,normal
5390,normal
5391,normal
5392,normal
5393,normal
5394,normal
5395,normal
5396,normal
5397,normal
5398,normal
5399,normal
5400,normal
5401,normal
5402,normal
5403,normal
5404,normal
5405,normal
5406,normal
5407,normal
5408,normal
5409,normal
5410,normal
5411,normal
5412,normal
5413,normal
5414,normal
5415,normal
5416,normal
5417,normal
5418,normal
5419,normal
5420,normal
5421,normal
5422,normal
5423,normal
5424,normal
5425,normal
5426,normal
5427,normal
5428,normal
5429,normal
5430,normal
5431,normal
5432,normal
5433,normal
5434,normal
5435,normal
5436,normal
5437,normal
5438,normal
5439,normal
5440,normal
5441,normal
5442,normal
5443,normal
5444,normal
5445,normal
5446,normal
5447,normal
5448,normal
5449,normal
5450,normal
5451,normal
5452,normal
5453,normal
5454,normal
5455,normal
5456,normal
5457,normal
5458,normal
5459,normal
5460,normal
5461,normal
5462,normal
5463,normal
5464,normal
5465,normal
5466,normal
5467,normal
5468,normal
5469,normal
5470,normal
5471,normal
5472,normal
5473,normal
5474,normal
5475,normal
5476,normal
5477,normal
5478,normal
5479,normal
5480,normal
5481,normal
5482,normal
5483,normal
5484,normal
5485,normal
5486,normal
5487,normal
5488,normal
5489,normal
5490,normal
5491,normal
5492,normal
5493,normal
5494,normal
5495,normal
5496,normal
5497,normal
5498,normal
5499,normal
5500,normal
5501,normal
5502,normal
5503,normal
5504,normal
5505,normal
5506,normal
5507,normal
5508,normal
5509,normal
5510,normal
5511,normal
5512,normal
5513,normal
5514,normal
5515,normal
5516,normal
5517,normal
5518,normal
5519,normal
5520,normal
5521,normal
5522,normal
5523,normal
5524,normal
5525,normal
5526,normal
5527,normal
5528,normal
5529,normal
5530,normal
5531,normal
5532,normal
5533,normal
5534,normal
5535,normal
5536,normal
5537,normal
5538,normal
5539,normal
5540,normal
5541,normal
5542,normal
5543,normal
5544,normal
5545,normal
5546,normal
5547,normal
5548,normal
5549,normal
5550,normal
5551,normal
5552,normal
5553,normal
5554,normal
5555,normal
5556,normal
5557,normal
5558,normal
5559,normal
5560,normal
5561,normal
5562,normal
5563,normal
5564,normal
5565,normal
5566,normal
5567,normal
5568,normal
5569,normal
5570,normal
5571,normal
5572,normal
5573,normal
5574,normal
5575,normal
5576,normal
5577,normal
5578,normal
5579,normal
5580,normal
5581,normal
5582,normal
5583,normal
5584,normal
5585,normal
5586,normal
5587,normal
5588,normal
5589,normal
5590,normal
5591,normal
5592,normal
5593,normal
5594,normal
5595,normal
5596,normal
5597,normal
5598,normal
5599,normal
5600,normal
5601,normal
5602,normal
5603,normal
5604,normal
5605,normal
5606,normal
5607,normal
5608,normal
5609,normal
5610,normal
5611,normal
5612,normal
5613,normal
5614,normal
5615,normal
5616,normal
5617,normal
5618,normal
5619,normal
5620,normal
5621,normal
5622,normal
5623,normal
5624,normal
5625,normal
5626,normal
5627,normal
5628,normal
5629,normal
5630,normal
5631,normal
5632,normal
5633,normal
5634,normal
5635,normal
5636,normal
5637,normal
5638,normal
5639,normal
5640,normal
5641,normal
5642,normal
5643,normal
5644,normal
5645,normal
5646,normal
5647,normal
5648,normal
5649,normal
5650,normal
5651,normal
5652,normal
5653,normal
5654,normal
5655,normal
5656,normal
5657,normal
5658,normal
5659,normal
5660,normal
5661,normal
5662,normal
5663,normal
5664,normal
5665,normal
5666,normal
5667,normal
5668,normal
5669,normal
5670,normal
5671,normal
5672,normal
5673,normal
5674,normal
5675,normal
5676,normal
5677,normal
5678,normal
5679,normal
5680,normal
5681,normal
5682,normal
5683,normal
5684,normal
5685,normal
5686,normal
5687,normal
5688,normal
5689,normal
5690,normal
5691,normal
5692,normal
5693,normal
5694,normal
5695,normal
5696,normal
5697,normal
5698,normal
5699,normal
5700,normal
5701,normal
5702,abnormal
5703,normal
5704,normal
5705,normal
5706,normal
5707,normal
5708,normal
5709,normal
5710,normal
5711,normal
5712,normal
5713,normal
5714,normal
5715,normal
5716,normal
5717,normal
5718,normal
5719,normal
5720,normal
5721,normal
5722,normal
5723,normal
5724,normal
5725,normal
5726,normal
5727,normal
5728,normal
5729,normal
5730,normal
5731,normal
5732,normal
5733,normal
5734,normal
5735,normal
5736,normal
5737,normal
5738,normal
5739,normal
5740,normal
5741,normal
5742,normal
5743,normal
5744,normal
5745,normal
5746,normal
5747,normal
5748,normal
5749,normal
5750,normal
5751,normal
5752,normal
5753,normal
5754,normal
5755,normal
5756,normal
5757,normal
5758,normal
5759,normal
5760,normal
5761,normal
5762,normal
5763,normal
5764,normal
5765,normal
5766,normal
5767,normal
5768,normal
5769,normal
5770,normal
5771,normal
5772,normal
5773,normal
5774,normal
5775,normal
5776,normal
5777,normal
5778,normal
5779,normal
5780,normal
5781,normal
5782,normal
5783,normal
5784,normal
5785,normal
5786,normal
5787,normal
5788,normal
5789,normal
5790,normal
5791,normal
5792,normal
5793,normal
5794,normal
5795,normal
5796,normal
5797,normal
5798,normal
5799,normal
5800,normal
5801,normal
5802,normal
5803,normal
5804,normal
5805,normal
5806,normal
5807,normal
5808,normal
5809,normal
5810,normal
5811,normal
5812,normal
5813,normal
5814,normal
5815,normal
5816,normal
5817,normal
5818,normal
5819,normal
5820,normal
5821,normal
5822,normal
5823,normal
5824,normal
5825,normal
5826,normal
5827,normal
5828,normal
5829,normal
5830,normal
5831,normal
5832,normal
5833,normal
5834,normal
5835,normal
5836,normal
5837,normal
5838,normal
5839,normal
5840,normal
5841,normal
5842,normal
5843,normal
5844,normal
5845,normal
5846,normal
5847,normal
5848,normal
5849,normal
5850,normal
5851,normal
5852,normal
5853,normal
5854,normal
5855,normal
5856,normal
5857,normal
5858,normal
5859,normal
5860,normal
5861,normal
5862,normal
5863,normal
5864,normal
5865,normal
5866,normal
5867,normal
5868,normal
5869,normal
5870,normal
5871,normal
5872,normal
5873,normal
5874,normal
5875,normal
5876,normal
5877,normal
5878,normal
5879,normal
5880,normal
5881,normal
5882,normal
5883,normal
5884,normal
5885,normal
5886,abnormal
5887,normal
5888,normal
5889,normal
5890,normal
5891,normal
5892,normal
5893,normal
5894,normal
5895,normal
5896,normal
5897,normal
5898,normal
5899,normal
5900,normal
5901,normal
5902,normal
5903,normal
5904,normal
5905,normal
5906,normal
5907,normal
5908,normal
5909,normal
5910,normal
5911,normal
5912,normal
5913,normal
5914,normal
5915,normal
5916,normal
5917,normal
5918,normal
5919,normal
5920,normal
5921,normal
5922,normal
5923,normal
5924,normal
5925,normal
5926,normal
5927,normal
5928,normal
5929,normal
5930,normal
5931,normal
5932,normal
5933,normal
5934,normal
5935,normal
5936,normal
5937,normal
5938,normal
5939,normal
5940,normal
5941,normal
5942,normal
5943,normal
5944,normal
5945,normal
5946,normal
5947,normal
5948,normal
5949,normal
5950,normal
5951,normal
5952,normal
5953,normal
5954,normal
5955,normal
5956,normal
5957,normal
5958,normal
5959,normal
5960,normal
5961,normal
5962,normal
5963,normal
5964,normal
5965,normal
5966,normal
5967,normal
5968,normal
5969,normal
5970,normal
5971,normal
5972,normal
5973,normal
5974,normal
5975,normal
5976,normal
5977,normal
5978,normal
5979,normal
5980,normal
5981,normal
5982,normal
5983,normal
5984,normal
5985,normal
5986,normal
5987,normal
5988,normal
5989,normal
5990,normal
5991,normal
5992,normal
5993,normal
5994,normal
5995,normal
5996,normal
5997,normal
5998,normal
5999,normal
6000,normal
6001,normal
6002,normal
6003,normal
6004,normal
6005,normal
6006,normal
6007,normal
6008,normal
6009,normal
6010,normal
6011,normal
6012,normal
6013,normal
6014,normal
6015,normal
6016,normal
6017,normal
6018,normal
6019,normal
6020,normal
6021,normal
6022,normal
6023,normal
6024,normal
6025,normal
6026,normal
6027,normal
6028,normal
6029,normal
6030,normal
6031,normal
6032,normal
6033,normal
6034,normal
6035,normal
6036,normal
6037,normal
6038,normal
6039,normal
6040,normal
6041,normal
6042,normal
6043,normal
6044,normal
6045,normal
6046,normal
6047,normal
6048,normal
6049,normal
6050,normal
6051,normal
6052,normal
6053,normal
6054,normal
6055,normal
6056,normal
6057,normal
6058,normal
6059,normal
6060,normal
6061,normal
6062,normal
6063,normal
6064,normal
6065,normal
6066,normal
6067,normal
6068,normal
6069,normal
6070,normal
6071,normal
6072,normal
6073,normal
6074,normal
6075,normal
6076,normal
6077,normal
6078,normal
6079,normal
6080,normal
6081,normal
6082,normal
6083,normal
6084,normal
6085,normal
6086,normal
6087,normal
6088,normal
6089,normal
6090,normal
6091,normal
6092,normal
6093,normal
6094,normal
6095,normal
6096,normal
6097,normal
6098,normal
6099,normal
6100,normal
6101,normal
6102,normal
6103,normal
6104,normal
6105,normal
6106,normal
6107,normal
6108,normal
6109,normal
6110,normal
6111,normal
6112,normal
6113,normal
6114,normal
6115,normal
6116,normal
6117,normal
6118,normal
6119,normal
6120,normal
6121,normal
6122,normal
6123,normal
6124,normal
6125,normal
6126,normal
6127,normal
6128,normal
6129,normal
6130,normal
6131,normal
6132,normal
6133,normal
6134,normal
6135,normal
6136,normal
6137,normal
6138,normal
6139,normal
6140,normal
6141,normal
6142,normal
6143,normal
6144,normal
6145,normal
6146,normal
6147,normal
6148,normal
6149,normal
6150,normal
6151,normal
6152,normal
6153,normal
6154,normal
6155,normal
6156,normal
6157,normal
6158,normal
6159,normal
6160,normal
6161,normal
6162,normal
6163,normal
6164,normal
6165,normal
6166,normal
6167,normal
6168,normal
6169,normal
6170,normal
6171,normal
6172,normal
6173,normal
6174,normal
6175,normal
6176,normal
6177,normal
6178,normal
6179,normal
6180,normal
6181,normal
6182,normal
6183,normal
6184,normal
6185,normal
6186,normal
6187,normal
6188,normal
6189,normal
6190,normal
6191,normal
6192,normal
6193,normal
6194,normal
6195,normal
6196,normal
6197,normal
6198,normal
6199,normal
6200,normal
6201,normal
6202,normal
6203,normal
6204,normal
6205,normal
6206,normal
6207,normal
6208,normal
6209,normal
6210,normal
6211,normal
6212,normal
6213,normal
6214,normal
6215,normal
6216,normal
6217,normal
6218,normal
6219,normal
6220,normal
6221,normal
6222,normal
6223,normal
6224,normal
6225,normal
6226,normal
6227,normal
6228,normal
6229,normal
6230,normal
6231,normal
6232,normal
6233,normal
6234,normal
6235,normal
6236,normal
6237,normal
6238,normal
6239,normal
6240,normal
6241,normal
6242,normal
6243,normal
6244,normal
6245,normal
6246,normal
6247,normal
6248,normal
6249,normal
6250,normal
6251,normal
6252,normal
6253,normal
6254,normal
6255,normal
6256,normal
6257,normal
6258,normal
6259,normal
6260,normal
6261,normal
6262,normal
6263,normal
6264,normal
6265,normal
6266,normal
6267,normal
6268,normal
6269,normal
6270,normal
6271,normal
6272,abnormal
6273,normal
6274,normal
6275,normal
6276,normal
6277,normal
6278,normal
6279,normal
6280,normal
6281,normal
6282,normal
6283,normal
6284,normal
6285,normal
6286,normal
6287,normal
6288,normal
6289,normal
6290,normal
6291,normal
6292,normal
6293,normal
6294,normal
6295,normal
6296,normal
6297,normal
6298,normal
6299,normal
6300,normal
6301,normal
6302,normal
6303,normal
6304,normal
6305,normal
6306,normal
6307,normal
6308,normal
6309,normal
6310,normal
6311,normal
6312,normal
6313,normal
6314,normal
6315,normal
6316,normal
6317,normal
6318,normal
6319,normal
6320,normal
6321,normal
6322,normal
6323,normal
6324,normal
6325,normal
6326,normal
6327,normal
6328,normal
6329,normal
6330,normal
6331,normal
6332,normal
6333,normal
6334,normal
6335,normal
6336,normal
6337,normal
6338,normal
6339,normal
6340,abnormal
6341,normal
6342,normal
6343,normal
6344,normal
6345,normal
6346,normal
6347,normal
6348,normal
6349,normal
6350,normal
6351,normal
6352,normal
6353,normal
6354,normal
6355,normal
6356,normal
6357,normal
6358,normal
6359,normal
6360,normal
6361,normal
6362,normal
6363,normal
6364,normal
6365,normal
6366,normal
6367,normal
6368,normal
6369,normal
6370,normal
6371,normal
6372,normal
6373,normal
6374,normal
6375,normal
6376,normal
6377,normal
6378,normal
6379,normal
6380,normal
6381,normal
6382,normal
6383,normal
6384,normal
6385,normal
6386,normal
6387,normal
6388,normal
6389,normal
6390,normal
6391,normal
6392,normal
6393,normal
6394,normal
6395,normal
6396,normal
6397,normal
6398,normal
6399,normal
6400,normal
6401,normal
6402,normal
6403,normal
6404,normal
6405,normal
